3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 65 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 65 65 65 65 65 65 65 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 65
3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 90 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 65
3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3e 3c 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3e 3c 3d 3d 3d 3d 3d 3d 3d 3d 3e 3c 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3e 3c 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 90 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 65
3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3c 3d 3d 3d 3d 14 3d 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 3c 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3c 3d 3d 3d 3d 3d 3d 3d 3d 3d 2 2 3c 3e 2 2 3c 3e 3c 3e 2 2 3c 3e 2 2 3d 3d 3d 3d 3d 3d 3e 2 2 2 3c 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 90 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 3c 3d 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3c 3d 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 65
3d 3e 2 2 1 2 2 2 2 2 2 3 5 2 2 3 5 2 2 3 5 2 2 2 2 2 2 2 1 2 2 3d 3d 3d 3d 14 3d 3d 3e 2 2 3 5 2 3 5 2 3 5 2 2 2 3c 3d 3d 3d 3d 3d 14 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 3d 3d 3d 3d 3d 3d 3d 3d 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 3d 3d 3d 3d 3e 2 2 2 2 2 3d 14 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 90 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3d 2 2 2 1 2 2 2 2 2 2 2 2 3d 3d 3d 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 3d 3d 3d 3d 3e 3c 3d 14 3d 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 2 2 2 2 2 2 2 2 2 9 0b 2 9 0a 0b 2 2 9 0b 2 2 3d 65
3d 2 2 2 2 2 1 2 2 2 2 17 19 2 2 17 19 2 2 17 19 2 2 2 2 2 1 2 2 2 2 3d 3d 3d 3d 14 3d 3e 2 2 2 17 19 2 17 19 2 17 19 2 2 2 2 3c 3d 3d 3d 3d 14 3d 3e 2 2 2 2 2 2 16 2 2 16 2 2 16 2 2 2 16 2 3c 3d 3d 3d 3d 3d 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3c 3d 3e 3c 3e 2 2 2 2 2 2 3c 14 3d 50 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 46 3d 3d 3d 3d 3d 3d 14 3d 3d 3d 3e 2 1 2 2 2 2 1 2 1 2 2 2 3c 3d 3e 2 2 2 2 2 2 16 2 16 2 16 2 16 2 2 2 2 2 2 2 3d 3d 3d 3d 3d 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 3d 2 2 2 2 2 2 2 2 2 1d 1f 2 1d 12 1f 2 2 1d 1f 2 2 3d 65
3d 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 3d 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3c 3e 2 2 3c 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 65 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 3d 3e 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 65
3d 2 2 2 2 2 1 2 2 2 2 2 3 5 2 2 2 2 3 5 2 2 2 2 2 2 1 2 2 2 2 3d 3d 2 2 2 2 2 2 2 2 2 3 5 2 3 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 16 2 2 16 2 2 16 2 2 2 16 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 28 2a 2 2 2 2 2 2 2 2 2 65 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 29 29 2a 2 1 2 2 2 2 1 2 1 2 2 2 28 29 2a 2 2 2 2 2 2 16 2 16 2 16 2 16 2 2 2 2 2 2 2 3d 2 2 2 50 51 51 51 51 51 51 51 51 51 51 51 51 51 29 29 2 2 2 2 2 2 2 2 2 2 2 9 0b 2 2 9 0b 2 9 0b 2 3d 65
3d 2a 2 2 1 2 2 2 2 2 2 2 17 19 2 2 2 2 17 19 2 2 2 2 2 2 2 2 1 2 2 3d 3d 2 2 2 2 2 2 2 2 2 17 19 2 17 19 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 3d 2a 2 2 2 2 2 2 2 2 65 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 2 2 2 2 2 2 2 2 3d 3d 3d 2 2 2 1 2 2 2 2 2 2 2 2 3d 3d 3d 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 2 2 2 64 65 65 65 65 65 65 65 65 65 65 65 65 65 3d 3d 2 2 2 2 2 2 2 2 2 2 2 1d 1f 2 2 1d 1f 2 1d 1f 2 3d 65
3d 3d 2a 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 28 3d 3d 2a 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 28 2a 2 2 28 2a 2 2 2 28 2a 2 2 28 2a 28 2a 2 2 28 2a 2 2 2 2 2 3d 3d 3d 2a 2 2 2 2 2 2 2 65 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 2 2 2 2 2 2 2 2 3d 3d 3d 2a 2 2 2 2 2 2 2 2 2 2 28 3d 3d 3d 2a 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 28 3d 2a 2 2 64 65 65 65 65 65 65 65 65 65 65 65 65 65 3d 3d 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3d 65
3d 3d 3d 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 3d 3d 3d 3d 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 2a 28 29 29 29 29 29 29 29 14 29 29 29 29 29 29 3d 3d 14 29 3d 3d 29 2a 28 3d 3d 29 14 3d 3d 3d 3d 2a 28 3d 3d 29 29 29 29 29 3d 3d 3d 3d 29 29 29 29 29 29 29 65 2 2 2 2 29 29 29 29 29 29 29 29 29 29 29 29 29 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 29 29 29 29 29 29 29 29 3d 3d 3d 3d 29 29 29 29 14 29 29 29 29 29 3d 3d 3d 3d 3d 29 14 29 29 29 29 29 29 29 29 29 29 29 29 29 29 14 29 3d 3d 3d 2 2 64 65 65 65 65 65 65 65 65 65 65 65 65 65 3d 3d 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 3d 65
